Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag OLD,Abs Mag OLD,Photometry/Distance Note,General Note,Best mag_g,Best mag_r,Best mag_z,New Abs Mag,g_new - g_old,NED RI Distance,NED RI stdev ,NED Name,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Spectrum Filename,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,HI_OC Offset,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,check,StarSub Spectrum Name,Spectrum Quality,SpecQual Note,EXP Time,,,Choice,modelMag_g,modelMag_r,modelMag_z,petroMag_g,petroRad_g,petroMag_r,petroRad_r,petroMag_z,petroRad_z,B_modelMag_g,B_modeMag_r,B_modelMag_z,B_petroMag_g,B_petroMag_r,B_petroMag_z,modg diff,modr diff,modz diff,petg diff,petr diff,petz diff,E(B-V),(PC - MC) g,(PC - MC) r,(PC - MC) z,Spectra Obtained,S/N ok?,ssub ok?,"AGN candidate? (1=yes, 2=maybe)"
104926.70+121528.0,162.36126,12.25778,1321,0.004406,23.6041,17.286341,-14.57859623,-,,17.26693,16.919189,16.604733,-14.59800723,-0.019411,,,SDSS J104926.70+121528.0,SDSS,162.36126,12.257781,0.00440901983529329,1602,343,http://das.sdss.org/spectro/1d_26/1602/1d/spSpec-53117-1602-343.fit,451151049906978816.fit,451151049906978816,n,,,,,,,,,,,,,,,,,,,,,,,t451151049906978816_ssub.fits,,,,,,PC,17.221401,16.938923,16.733114,17.26693,6.863825,16.919189,7.025298,16.604733,8.300972,,,,,,,,,,,,,,0.05,-0.02,-0.13,,1,1,0
133537.16+142139.4,203.90487,14.36095,1024,0.003415,19.2118,17.093014,-14.324826,-,,17.093014,16.592138,16.423906,-14.32482628,0,,,SDSS J133537.16+142139.4,SDSS,203.90487,14.360954,0.00345046003349125,1775,518,http://das.sdss.org/spectro/1d_26/1775/1d/spSpec-53847-1775-518.fit,499849356938051584.fit,499849356938051584,n,,,,,,,,,,,,,,,,"4M2010 N2 51, 52","4M2010 N2 51, 52",,,,,,t499849356938051584_ssub.fits,,,,,,PC,17.081388,16.578812,16.203499,17.093014,10.707613,16.592138,11.29188,16.423906,10.210354,,,,,,,,,,,,,0.029,0.01,0.01,0.22,133537+142139.fits,0,1,2
112223.18+130440.1,170.59662,13.07781,1078,0.003595,17.8841,16.95892,-14.30341545,-,,16.952606,16.674238,16.786446,-14.30972945,-0.006314,,,IC 2767,SDSS,170.59662,13.077808,0.00360707007348537,1605,565,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-565.fit,451995239545044992.fit,451995239545044992,n,170.5945833,13.08083333,170.5966667,13.07777778,13.20489908,1083,I2767,112222.7+130451,112223.2+130440,92(  6),1.91(0.05),24,1.84,10,7.65,,,,,,,,t451995239545044992_ssub.fits,,,,,,PC,16.811565,16.519234,16.358646,16.952606,16.559711,16.674238,16.459372,16.786446,15.182628,,,,,,,,,,,,,,0.14,0.16,0.43,,1,1,0
105613.91+120040.6,164.05797,12.01129,1030,0.003436,15.7591,16.726948,-14.260709,-,,16.726948,16.438139,17.474787,-14.26070906,0,,,LSBC D640-13,SDSS,164.05797,12.011293,0.0034355700481683,1602,511,http://das.sdss.org/spectro/1d_26/1602/1d/spSpec-53117-1602-511.fit,451151050611621888.fit,451151050611621888,n,164.0616667,12.01083333,164.0579167,12.01027778,13.35508071,989,D640-13,105614.8+120039,105613.9+120037,30(  4),1.84(0.04),43.8,1.66,11.1,7.73,,,,,,,,,,,,,,PC,16.457458,16.348261,16.619768,16.726948,19.565569,16.438139,21.213614,17.474787,17.142078,,,,,,,,,,,,,,0.27,0.09,0.86,,1,-,0
113108.88+133413.4,172.78704,13.57039,1005,0.003351,23.2333,17.68837,-14.1421845,-,,17.700878,17.424541,17.242914,-14.1296765,0.012508,,,SDSS J113108.89+133413.4,SDSS,172.78704,13.570396,0.00345450011081994,1754,124,http://das.sdss.org/spectro/1d_26/1754/1d/spSpec-53385-1754-124.fit,493936396499681280.fit,493936396499681280,n,172.785,13.56666667,172.7866667,13.57055556,15.16636091,1021,,113108.4+133400,113108.8+133414,32(  5),0.57(0.04),9.7,2.24,15,7.48,,,,,,,,t493936396499681280_ssub.fits,,,,,,PC,17.728657,17.416931,17.211161,17.700878,10.231027,17.424541,10.541158,17.242914,11.044883,,,,,,,,,,,,,,-0.03,0.01,0.03,,1,1,0
104200.36+122005.7,160.50154,12.33493,778,0.002595,9.31936,15.748946,-14.09798444,-,,15.75175,15.369806,15.431805,-14.09518044,0.002804,,,CGCG 065-086,SDSS,160.50154,12.334928,0.0025855100248009,1601,339,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-339.fit,450869566323556352.fit,450869566323556352,n,160.5033333,12.3325,160.50125,12.33527778,12.39691099,772,065-086,104200.8+121957,104200.3+122007,36(  7),1.03(0.05),20,1.85,11.1,7.48,,,,,,,,t450869566323556352_ssub.fits,,,,,,PC,15.639845,15.27035,15.091074,15.75175,22.783421,15.369806,24.549492,15.431805,20.200693,,,,,,,,,,,,,,0.11,0.10,0.34,,1,1,0
114009.38+151938.2,175.0391,15.3273,3312,0.011048,52.4495,14.28041,-19.31829676,-,,14.310459,13.825828,13.404553,-19.28824776,0.030049,,,NGC 3799,SDSS,175.0391,15.327303,0.0111293001100421,1755,596,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-596.fit,494217877751070720.fit,494217877751070720,n,,,,,,,,,,,,,,,,,,,,,,,t494217877751070720_ssub.fits,,,,,,PB,17.923176,17.143068,16.318226,17.982979,1.452999,17.184246,1.482325,16.371195,1.658862,15.640245,13.818781,14.272864,14.310459,13.825828,13.404553,-2.282931,-3.324287,-2.045362,-3.67252,-3.358418,-2.966642,,0.06,0.04,0.05,,1,0,1
104827.90+123159.4,162.11629,12.53319,1308,0.004364,23.2654,12.36,-19.47355262,-,,12.931806,12.552543,12.545185,-18.90174662,0.571806,21.286,2.214,NGC 3389,SDSS,162.11626,12.533192,0.00431255018338561,1601,523,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-523.fit,450869567095308288.fit,450869567095308288,n,162.1179167,12.53027778,162.11625,12.53305556,11.58900877,1301,N3389,104828.3+123149,104827.9+123159,266(  2),26.43(0.10),162.5,2.23,21.9,9.48,,,,,,,,t450869567095308288_ssub.fits,,,,,,PB,17.697445,17.035713,16.287369,17.695852,2.187645,17.062296,2.091977,16.313593,2.143727,12.725549,12.3232,11.873132,12.931806,12.552543,12.545185,-4.971896,-4.712513,-4.414237,-4.764046,-4.509753,-3.768408,,0.00,0.03,0.03,,1,1,0
094153.93+113757.0,145.47471,11.63251,5096,0.017,74.5024,15.702275,-18.65857632,-,,15.696377,15.469449,16.546082,-18.66447432,-0.005898,,,UGC 05177,SDSS,145.47471,11.632515,0.0169615000486374,1742,197,http://das.sdss.org/spectro/1d_26/1742/1d/spSpec-53053-1742-197.fit,490557271156195328.fit,490557271156195328,n,145.4754167,11.63333333,145.4745833,11.63166667,6.680875382,5070,063-046,094154.1+113800,094153.9+113754,242(  4),5.52(0.10),34.4,2.3,74.9,9.86,,,,,,,,t490557271156195328_ssub.fits,,,,,,PB,18.210577,17.445969,16.764223,18.419018,2.077487,17.494305,2.342703,16.546082,2.989995,16.100443,15.430041,16.764223,15.696377,15.469449,16.546082,-2.110134,-2.015928,0,-2.722641,-2.024856,0,,0.21,0.05,-0.22,,1,1,0
111638.82+154338.9,169.16178,15.7275,3789,0.012639,58.3326,15.29111,-18.53844667,-,,15.29111,14.813422,14.436993,-18.53844667,0,,,CGCG 096-018,SDSS,169.16158,15.727319,0.0126003995537758,2494,289,http://das.sdss.org/spectro/1d_26/2494/1d/spSpec-54174-2494-289.fit,702231268686823424.fit,702231268686823424,n,169.1583333,15.72916667,169.1616667,15.72722222,13.50624767,3790,096-018,111638.0+154345,111638.8+154338,172(  3),2.30(0.06),21,1.87,56.7,9.24,,,,,,,,t702231268686823424_ssub.fits,,,,,,PB,19.418571,21.32243,20.959215,20.698776,1.447555,23.598461,2.969971,22.013319,1.050194,15.35839,14.880847,14.457874,15.29111,14.813422,14.436993,-4.060181,-6.441583,-6.501341,-5.407666,-8.785039,-7.576326,,1.28,2.28,1.05,,1,1,0
113101.54+143401.1,172.75645,14.56699,4675,0.015593,71.0478,18.121733,-16.13602,-,,17.049883,16.941397,16.700089,-17.20787017,-1.07185,,,SDSS J113101.54+143401.1,SDSS,172.75645,14.566986,0.0155781004577875,1754,184,http://das.sdss.org/spectro/1d_26/1754/1d/spSpec-53385-1754-184.fit,493936396751339520.fit,493936396751339520,n,172.7633333,14.5625,172.75625,14.56583333,27.44325118,4704,,113103.2+143345,113101.5+143357,132(  6),0.95(0.06),9.2,2,69.5,9.03,,,,,,,,,,,,,,PB,18.147299,17.863646,17.975582,18.121733,6.044315,17.793695,6.526237,17.589544,7.175314,17.107552,17.021835,16.877977,17.049883,16.941397,16.700089,-1.039747,-0.841811,-1.097605,-1.07185,-0.852298,-0.889455,,-0.03,-0.07,-0.39,,1,-,0
102120.01+121032.5,155.3334,12.1757,2861,0.009543,44.4266,16.27,-16.96821539,-,,16.278921,15.718496,15.818285,-16.95929439,0.008921,,,VIII Zw 066,SDSS,155.33415,12.175177,0.00960186962038279,1746,125,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-125.fit,491683209415753728.fit,491683209415753728,n,155.3320833,12.1725,155.3341667,12.17694444,17.59966545,2837,,102119.7+121021,102120.2+121037,85(  5),1.52(0.05),18.5,1.98,43.3,8.83,,,,,,,,,,,,,,PB,23.032928,23.373287,21.531588,23.301222,1.230064,23.587658,2.970065,21.707773,1.24621,16.26067,15.832287,15.538757,16.278921,15.718496,15.818285,-6.772258,-7.541,-5.992831,-7.022301,-7.869162,-5.889488,,0.27,0.21,0.18,,0,1,0
100610.81+110602.0,151.54508,11.10058,2501,0.008344,38.9296,16.057549,-16.89385071,-,,16.068594,15.711048,15.556149,-16.88280571,0.011045,,,SDSS J100610.82+110602.1,SDSS,151.54515,11.100456,0.00831564981490374,1308,488,http://das.sdss.org/spectro/1d_26/1308/1d/spSpec-53053-1308-488.fit,368397132484313088.fit,368397132484313088,n,151.5358333,11.09777778,151.545,11.10055556,33.89163002,2496,,100608.6+110552,100610.8+110602,97(  8),0.75(0.07),8,2.09,38.4,8.42,,,,,,,,t368397132484313088_ssub.fits,,,,,,PB,19.596386,20.039829,20.799498,19.613461,1.530855,20.121229,1.2845,20.957531,1.28668,16.049728,15.692282,15.429669,16.068594,15.711048,15.556149,-3.546658,-4.347547,-5.369829,-3.544867,-4.410181,-5.401382,,0.02,0.08,0.16,,1,1,0
104526.46+132641.3,161.36025,13.44481,3142,0.010481,48.8197,16.888191,-16.5547845,-,"companion, possibly highz",16.888191,16.560934,16.359684,-16.55478453,0,,,SDSS J104525.95+132638.2,SDSS,161.35814,13.443935,0.0105374995619059,1749,238,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-238.fit,492528901835194368.fit,492528901835194368,n,161.3591667,13.44888889,161.3595833,13.44416667,17.06248323,3147,Lu,104526.2+132656,104526.3+132639,73(  5),0.61(0.04),8.8,1.79,47.7,8.51,,,,,,,,,,,,,,PB,20.281792,19.956776,19.576366,20.415501,1.828865,20.058765,1.808897,19.790539,1.65173,16.764986,16.474857,16.084101,16.888191,16.560934,16.359684,-3.516806,-3.481919,-3.492265,-3.52731,-3.497831,-3.430855,,0.13,0.10,0.21,,1,-,0
132701.41+100323.0,201.7559,10.05639,1050,0.003502,19.2545,15.859325,-15.5633362,-,,15.859325,15.54752,15.644152,-15.56333623,0,,,UGC 08450,SDSS,201.75493,10.055933,0.00349539006128907,1800,448,http://das.sdss.org/spectro/1d_26/1800/1d/spSpec-53884-1800-448.fit,506886389976006656.fit,506886389976006656,n,201.7595833,10.05611111,201.755,10.05611111,16.24651461,1049,072-076,132702.3+100322,132701.2+100322,52(  1),3.24(0.06),40.2,2.48,16.3,8.31,,,,,,,,t506886389976006656_ssub.fits,,,,,,PB,22.945772,22.893393,21.627943,23.111855,2.969534,23.084871,0.848283,21.76268,1.716415,15.964609,15.807739,15.451776,15.859325,15.54752,15.644152,-6.981163,-7.085654,-6.176167,-7.25253,-7.537351,-6.118528,,0.17,0.19,0.13,,0,1,0
111251.84+101200.6,168.21604,10.20017,1286,0.00429,23.9259,16.974262,-14.9200794,-,,16.974262,16.018335,16.655266,-14.92007942,0,,,UGC 06248,SDSS,168.2167,10.200004,0.00416101980954409,1222,348,http://das.sdss.org/spectro/1d_26/1222/1d/spSpec-52763-1222-348.fit,344189038359478272.fit,344189038359478272,n,168.2175,10.19972222,168.2154167,10.2,7.448899679,1286,,111252.2+101159,111251.7+101200,26(  3),2.53(0.04),47.1,2.26,17.5,8.26,"4M2010 N1 46, 47","4M2010 N1 46, 47",,,,,,t344189038359478272_ssub.fits,,,,,,PB,23.181604,22.425564,20.575514,23.358904,2.969363,22.565289,1.293919,19.860777,5.947696,16.28228,15.899065,15.854009,16.974262,16.018335,16.655266,-6.899324,-6.526499,-4.721505,-6.384642,-6.546954,-3.205511,0.016,0.18,0.14,-0.71,111252+101202.fits,0,1,0
100707.30+155903.9,151.78042,15.98444,840,0.002802,10.0491,15.366389,-14.64424684,-,AGN?,15.366389,14.975596,14.776124,-14.64424684,0,,,UGC 05453,SDSS,151.77989,15.984063,0.00250229006633163,2586,509,http://das.sdss.org/spectro/1d_26/2586/1d/spSpec-54169-2586-509.fit,728126945992114176.fit,728126945992114176,n,151.7779167,15.98083333,151.78,15.98361111,12.32824416,839,093-047,100706.7+155851,100707.2+155901,53(  4),2.18(0.05),30.5,2.17,13,7.94,,,,,,,,t728126945992114176_ssub.fits,,,,,,PB,22.637476,23.920868,22.831657,22.792677,1.111192,23.945997,2.970097,22.831774,2.969927,15.454466,15.167791,15.027072,15.366389,14.975596,14.776124,-7.18301,-8.753077,-7.804585,-7.426288,-8.970401,-8.05565,,0.16,0.03,0.00,,0,1,0
114218.59+145940.9,175.5775,14.99472,1024,0.003416,16.4955,16.734835,-14.35199242,-,faint,16.728575,16.415119,16.700579,-14.35825242,-0.00626,,,UGC 06669,SDSS,175.57929,14.996219,0.00340506993234158,1761,359,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-359.fit,495906683667611648.fit,495906683667611648,n,175.5716667,14.99666667,175.5754167,14.99472222,14.80028486,1019,,114217.2+145948,114218.1+145941,65(  4),8.34(0.05),116,1.98,16.1,8.71,,,,,,,,t495906683667611648_ssub.fits,,,,,,PB,22.202538,21.82803,20.670437,22.301193,1.357,21.971561,1.330191,21.074722,0.970776,16.451456,16.173698,15.989738,16.728575,16.415119,16.700579,-5.751082,-5.654332,-4.680699,-5.572618,-5.556442,-4.374143,,0.10,0.14,0.40,,1,1,0
111356.50+121803.8,168.48542,12.30106,3249,0.010839,50.892,13.776272,-19.75697559,BVK mag,,12.82,12.29,10.712,-20.71324759,-0.956272,55.4,4.965,IC 0677,SDSS,168.48542,12.301081,0.0108844004571438,1604,554,http://das.sdss.org/spectro/1d_26/1604/1d/spSpec-53078-1604-554.fit,451713833241673728.fit,451713833241673728,n,168.4879167,12.30111111,168.48625,12.30083333,5.946931846,3249,I 677,111357.1+121804,111356.7+121803,287(  4),6.56(0.09),42.3,2.05,49,9.57,,,,,,,,t451713833241673728_ssub.fits,,,,,,N,13.830365,13.23074,12.74694,13.780825,25.857674,13.284533,24.22588,12.998879,19.842014,,,,,,,,,,,,,,-0.05,0.05,0.25,,1,1,0
104207.54+134449.1,160.53142,13.747,1302,0.004343,23.1227,12.757761,-19.06243172,BVK mag,,11.67,11.05,8.131,-20.15019272,-1.087761,25.512,2.373,NGC 3338,SDSS,160.5314,13.746999,0.00435474002733827,1749,307,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-307.fit,492528902124601344.fit,492528902124601344,n,160.5379167,13.74583333,160.5316667,13.74666667,22.06048418,1298,N3338,104209.1+134445,104207.6+134448,339(  2),114.44(0.13),511.2,2.72,17.5,9.92,,,,,,,,t492528902124601344_ssub.fits,,,,,,N,13.101124,12.287238,11.503234,12.749297,106.700768,12.027134,106.733757,11.694992,42.007679,,,,,,,,,,,,,,-0.35,-0.26,0.19,,1,0,2
112017.01+133522.8,170.07089,13.589687,862.7176616,0.00287774,8.49885,11.5,-18.14680082,BVK mag,,10.25,9.48,6.074,-19.39680082,-1.25,12.183,2.376,,SDSS,170.07089,13.589687,0.00287773995660245,1753,252,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-252.fit,493654913469906944.fit,493654913469906944,n,170.06125,13.58916667,170.0704167,13.58694444,33.05890266,844,N3628,112014.7+133521,112016.9+133513,458(  3),238.13(0.17),735.4,3.16,10,9.75,,,,,,,,t493654913469906944_ssub.fits,,,,,,N,14.538883,13.262318,11.221266,13.981984,106.71212,12.9574,106.731468,11.296159,151.563278,13.514043,12.4686,11.221266,12.435466,11.711037,11.060438,-1.02484,-0.793718,0,-1.546518,-1.246363,-0.235721,,-0.56,-0.30,0.07,,1,1,0
104357.70+114213.7,160.99042,11.70381,778,0.002595,8.75853,11.407455,-18.30470111,BVK mag,,10.53,9.73,6.665,-19.18215611,-0.877455,10.123,0.999,MESSIER 095,SDSS,160.99041,11.703803,0.00256481999531388,1601,397,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-397.fit,450869566566825984.fit,450869566566825984,n,160.99,11.70416667,160.99,11.70333333,3,777,N3351,104357.6+114215,104357.6+114212,270(  2),51.91(0.12),239.4,2.95,9.3,9.03,,,,,,,,t450869566566825984_ssub.fits,,,,,,N,11.778314,10.934074,10.189801,11.404507,56.449501,10.609171,51.065735,9.94242,46.601124,,,,,,,,,,,,,,-0.37,-0.32,-0.25,,1,0,0
114058.75+112816.1,175.24482,11.471141,998.6004856,0.003331,11.0157,11.996388,-18.2136725,BVK mag,,11.35,10.77,7.952,-18.8600605,-0.646388,18.62,3.683,,SDSS,175.24482,11.471141,0.00333099998533726,1607,12,http://das.sdss.org/spectro/1d_26/1607/1d/spSpec-53083-1607-012.fit,452558277373329408.fit,452558277373329408,n,175.24375,11.47277778,175.245,11.47111111,7.446407379,992,N3810,114058.5+112822,114058.8+112816,249(  2),48.48(0.11),270.4,2.54,11.7,9.2,,,,,,,,t452558277373329408_ssub.fits,,,,,,N,12.094046,11.325254,10.653728,11.978224,37.159714,11.309481,35.915764,10.693169,35.899586,,,,,,,,,,,,,,-0.12,-0.02,0.04,,1,1,2
111436.99+124903.6,168.65415,12.81767,640.3034771,0.00213584,5.67102,12.553391,-16.21491489,BVK mag,,11.86,10.92,7.417,-16.90830589,-0.693391,5.5,0,,SDSS,168.65415,12.81767,0.00213584001176059,1604,616,http://das.sdss.org/spectro/1d_26/1604/1d/spSpec-53078-1604-616.fit,451713833501720576.fit,451713833501720576,n,168.6504167,12.81416667,168.6541667,12.81722222,17.15467636,631,N3593,111436.1+124851,111437.0+124902,254(  7),11.51(0.09),75.4,2.14,10,8.43,,,,,,,,t451713833501720576_ssub.fits,,,,,,N,12.477865,11.529145,10.694939,12.541242,30.614353,11.52043,31.697542,10.710835,29.221811,,,,,,,,,,,,,,0.06,-0.01,0.02,,1,0,2
114150.64+155825.5,175.461,15.97375,748,0.002495,5.82345,14.597729,-14.22817275,BVK mag,,14.39,13.8,11.29,-14.43590175,-0.207729,17.9,1,UGC 06655,SDSS,175.46102,15.973749,0.00251041003502905,1761,322,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-322.fit,495906683512422400.fit,495906683512422400,n,175.4645833,15.97444444,175.4604167,15.97333333,14.96528437,750,097-059,114151.5+155828,114150.5+155824,54(  5),1.34(0.07),16.6,2.44,8.7,7.38,,,,,,,,t495906683512422400_ssub.fits,,,,,,N,14.673205,14.23604,13.905755,14.602039,11.62073,14.131824,13.740125,13.805482,14.249606,,,,,,,,,,,,,,-0.07,-0.10,-0.10,,1,1,0
095756.69+102556.8,149.48624,10.432454,5291.863296,0.017651901,77.6127,14.88853,-19.56113396,-,,14.837827,14.060176,13.36344,-19.61183696,-0.050703,,,,SDSS,149.48624,10.432454,0.0176519006490707,1307,398,http://das.sdss.org/spectro/1d_26/1307/1d/spSpec-52999-1307-398.fit,368115425201881088.fit,368115425201881088,n,,,,,,,,,,,,,,,,,,,,,,,t368115425201881088_ssub.fits,,,,,,MC,14.837827,14.060176,13.36344,14.886478,11.157325,14.124295,10.81687,13.486058,10.627317,,,,,,,,,,,,,,0.05,0.06,0.12,,1,1,0
113411.67+123044.3,173.54865,12.51231,3124,0.010421,50.5216,14.058744,-19.45864148,-,,13.990484,13.157905,12.483346,-19.52690148,-0.06826,,,NGC 3731,SDSS,173.54865,12.512314,0.0107172997668386,1606,640,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-640.fit,452276684771557376.fit,452276684771557376,n,,,,,,,,,,,,,,,,observed,,,,,,,t452276684771557376_ssub.fits,B+,,3600,,,MC,13.990484,13.157905,12.483346,14.056166,16.484221,13.261847,15.982279,12.58902,14.613873,,,,,,,,,,,,,0.044,0.07,0.10,0.11,113412+123044.fits,0,0,2
095703.24+153441.7,149.26352,15.57827,4106,0.013696,61.7579,15.260333,-18.6931296,-,,15.221536,14.742198,14.487489,-18.7319266,-0.038797,,,UGC 05344,SDSS,149.26352,15.578267,0.0137917995452881,2584,402,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-402.fit,727563926870425600.fit,727563926870425600,n,149.26375,15.5775,149.26375,15.57805556,2,4105,093-006,095703.3+153439,095703.3+153441,35(  2),2.94(0.05),49.9,2.15,61.3,9.42,,,,,,,,t727563926870425600_ssub.fits,,,,,,MC,15.221536,14.742198,14.487489,15.260333,25.994049,14.81792,43.764683,14.782602,22.911947,,,,,,,,,,,,,,0.04,0.08,0.30,,1,1,0
095943.49+113938.7,149.93122,11.66075,2756,0.009193,43.4555,14.508274,-18.68194976,-,,14.477105,13.682903,13.080074,-18.71311876,-0.031169,,,CGCG 064-021,SDSS,149.93122,11.660747,0.0094261197373271,1744,246,http://das.sdss.org/spectro/1d_26/1744/1d/spSpec-53055-1744-246.fit,491120229905072128.fit,491120229905072128,n,,,,,,,,,,,,,,,,,,,,,,,t491120229905072128_ssub.fits,,,,,,MC,14.477105,13.682903,13.080074,14.533727,14.059868,13.770681,13.395707,13.170159,11.076848,,,,,,,,,,,,,,0.06,0.09,0.09,,1,0,2
132006.91+143235.7,200.02883,14.54326,3634,0.012122,57.9726,15.484625,-18.33148889,-,,15.292356,14.626693,14.009378,-18.52375789,-0.192269,,,CGCG 101-026,SDSS,200.02883,14.543265,0.0121691003441811,1773,559,http://das.sdss.org/spectro/1d_26/1773/1d/spSpec-53112-1773-559.fit,499283250355634176.fit,499283250355634176,n,,,,,,,,,,,,,,,,"4M2010 N1 52, 53","4M2010 N1 52, 53",,,,,,t499283250355634176_ssub.fits,B+,,3900,,,MC,15.292356,14.626693,14.009378,15.454615,7.989816,14.775929,8.004416,14.158243,7.620515,,,,,,,,,,,,,0.027,0.16,0.15,0.15,132007+143236.fits,1,1,1
104338.91+145218.6,160.91213,14.87186,1260,0.004203,22.4827,13.411503,-18.34773933,-,,13.518869,12.770668,12.184281,-18.24037333,0.107366,22.4,0,NGC 3346,SDSS,160.91212,14.871857,0.00419356022030115,1749,366,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-366.fit,492528902372065280.fit,492528902372065280,n,160.91375,14.87583333,160.9120833,14.87111111,17.9618501,1258,N3346,104339.3+145233,104338.9+145216,162(  2),18.09(0.10),121,2.62,17.5,9.12,,,,,,,,t492528902372065280_ssub.fits,,,,,,MC,13.518869,12.770668,12.184281,13.429681,62.761093,12.720252,106.738808,12.636614,50.022667,,,,,,,,,,,,,,-0.09,-0.05,0.45,,1,1,0
114659.69+135224.3,176.74874,13.87343,3168,0.010567,50.0206,15.314744,-18.18100048,-,,15.285727,14.687737,14.192301,-18.21001748,-0.029017,,,CGCG 068-064,SDSS,176.74874,13.87343,0.0105723002925515,1761,60,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-060.fit,495906682413514752.fit,495906682413514752,n,176.75125,13.87305556,176.74875,13.87361111,8.963431488,3165,068-064,114700.3+135223,114659.7+135225,232(  1),2.16(0.07),15.9,1.79,47.7,9.06,"4M2010 N3 55, 56","4M2010 N3 55, 56",,,,,,t495906682413514752_ssub.fits,B+,,3900,,,MC,15.285727,14.687737,14.192301,15.316129,18.40233,14.735425,18.211864,14.287929,16.818777,,,,,,,,,,,,,0.048,0.03,0.05,0.10,114700+135224.fits,0,1,2
114604.05+113452.7,176.51688,11.58131,2977,0.00993,47.2216,15.473241,-17.89746249,-,,15.248691,14.799453,14.462612,-18.12201249,-0.22455,,,2MASX J11460404+1134529,SDSS,176.51688,11.581309,0.0099008996039629,1609,304,http://das.sdss.org/spectro/1d_26/1609/1d/spSpec-53142-1609-304.fit,453121481954557952.fit,453121481954557952,n,,,,,,,,,,,,,,,,,,,,,,,t453121481954557952_ssub.fits,,,,,,MC,15.248691,14.799453,14.462612,15.475408,6.404881,15.003537,7.781374,14.601874,8.179046,,,,,,,,,,,,,,0.23,0.20,0.14,,1,1,0
095847.14+112319.2,149.69642,11.38869,2914,0.00972,44.6476,15.334939,-17.91405159,-,,15.250856,14.758193,14.463039,-17.99813459,-0.084083,,,UGC 05358,SDSS,149.6964,11.388703,0.00970460008829832,1744,289,http://das.sdss.org/spectro/1d_26/1744/1d/spSpec-53055-1744-289.fit,491120230085427200.fit,491120230085427200,n,149.6945833,11.39083333,149.69625,11.38805556,11.60155628,2913,064-014,095846.7+112327,095847.1+112317,203(  2),6.61(0.09),33.7,2.61,44.5,9.49,4M2010 N1 32,4M2010 N1 32,,,,,,t491120230085427200_ssub.fits,,,,,,MC,15.250856,14.758193,14.463039,15.34508,26.29882,14.777082,26.962124,15.043294,20.07744,,,,,,,,,,,,,0.037,0.09,0.02,0.58,"095847+112319a.fits, 095847+112319b.fits",1,1,0
095006.59+124849.1,147.5275,12.81364,1440,0.004803,23.3249,13.988318,-17.85078095,-,,13.864968,13.538959,13.385592,-17.97413095,-0.12335,23.525,1.391,NGC 3020,SDSS,147.52768,12.813609,0.00467809988185763,2582,52,http://das.sdss.org/spectro/1d_26/2582/1d/spSpec-54139-2582-052.fit,727000915319455744.fit,727000915319455744,n,147.5341667,12.80916667,147.5279167,12.81277778,25.50214683,1439,N3020,095008.2+124833,095006.7+124846,215(  2),38.24(0.09),246.6,2.36,21.9,9.64,observed,,,,,,,t727000915319455744_ssub.fits,,,,,,MC,13.864968,13.538959,13.385592,13.988318,26.456795,13.675527,43.782082,13.656966,22.91478,,,,,,,,,,,,,0.038,0.12,0.14,0.27,"095008+124858a.fits, 095008+124858b.fits",1,1,0
102154.57+112755.8,155.4774,11.46552,5076,0.016931,75.2826,16.802849,-17.58062405,-,,16.575863,16.112667,15.751775,-17.80761005,-0.226986,,,SDSS J102154.57+112755.8,SDSS,155.4774,11.465522,0.0169532001018524,1598,376,http://das.sdss.org/spectro/1d_26/1598/1d/spSpec-53033-1598-376.fit,450024789361295360.fit,450024789361295360,n,,,,,,,,,,,,,,,,,,,,,,,t450024789361295360_ssub.fits,,,,,,MC,16.575863,16.112667,15.751775,16.816521,5.36606,16.280909,6.299837,15.899367,6.112855,,,,,,,,,,,,,,0.24,0.17,0.15,,1,1,0
